::icu_normalizer::provider::DecompositionTablesV1 {
    scalars16: unsafe {
        ::zerovec::ZeroVec::from_bytes_unchecked(&[
            20u8, 48u8, 87u8, 101u8, 21u8, 48u8, 20u8, 48u8, 221u8, 82u8, 21u8, 48u8, 20u8,
            48u8, 215u8, 118u8, 21u8, 48u8, 20u8, 48u8, 83u8, 98u8, 21u8, 48u8, 20u8, 48u8,
            185u8, 112u8, 21u8, 48u8, 20u8, 48u8, 137u8, 91u8, 21u8, 48u8, 20u8, 48u8, 140u8,
            78u8, 21u8, 48u8, 20u8, 48u8, 9u8, 78u8, 21u8, 48u8, 20u8, 48u8, 44u8, 103u8, 21u8,
            48u8, 179u8, 48u8, 179u8, 48u8, 123u8, 48u8, 75u8, 48u8, 68u8, 0u8, 74u8, 0u8,
            77u8, 0u8, 82u8, 0u8, 77u8, 0u8, 68u8, 0u8, 77u8, 0u8, 67u8, 0u8, 87u8, 0u8, 67u8,
            207u8, 12u8, 1u8, 206u8, 12u8, 1u8, 205u8, 12u8, 1u8, 204u8, 12u8, 1u8, 203u8,
            12u8, 1u8, 202u8, 12u8, 1u8, 201u8, 12u8, 1u8, 200u8, 12u8, 1u8, 199u8, 12u8, 1u8,
            198u8, 12u8, 1u8, 197u8, 12u8, 1u8, 196u8, 12u8, 1u8, 195u8, 12u8, 1u8, 194u8,
            12u8, 1u8, 193u8, 12u8, 1u8, 192u8, 12u8, 1u8, 188u8, 5u8, 1u8, 187u8, 5u8, 1u8,
            185u8, 5u8, 1u8, 184u8, 5u8, 1u8, 183u8, 5u8, 1u8, 182u8, 5u8, 1u8, 181u8, 5u8,
            1u8, 180u8, 5u8, 1u8, 179u8, 5u8, 1u8, 177u8, 5u8, 1u8, 176u8, 5u8, 1u8, 175u8,
            5u8, 1u8, 174u8, 5u8, 1u8, 173u8, 5u8, 1u8, 172u8, 5u8, 1u8, 171u8, 5u8, 1u8,
            170u8, 5u8, 1u8, 169u8, 5u8, 1u8, 168u8, 5u8, 1u8, 167u8, 5u8, 1u8, 166u8, 5u8,
            1u8, 165u8, 5u8, 1u8, 164u8, 5u8, 1u8, 163u8, 5u8, 1u8, 161u8, 5u8, 1u8, 160u8,
            5u8, 1u8, 159u8, 5u8, 1u8, 158u8, 5u8, 1u8, 157u8, 5u8, 1u8, 156u8, 5u8, 1u8,
            155u8, 5u8, 1u8, 154u8, 5u8, 1u8, 153u8, 5u8, 1u8, 152u8, 5u8, 1u8, 151u8, 5u8,
            1u8, 251u8, 4u8, 1u8, 250u8, 4u8, 1u8, 249u8, 4u8, 1u8, 248u8, 4u8, 1u8, 247u8,
            4u8, 1u8, 246u8, 4u8, 1u8, 245u8, 4u8, 1u8, 244u8, 4u8, 1u8, 243u8, 4u8, 1u8,
            242u8, 4u8, 1u8, 241u8, 4u8, 1u8, 240u8, 4u8, 1u8, 239u8, 4u8, 1u8, 238u8, 4u8,
            1u8, 237u8, 4u8, 1u8, 236u8, 4u8, 1u8, 235u8, 4u8, 1u8, 234u8, 4u8, 1u8, 233u8,
            4u8, 1u8, 232u8, 4u8, 1u8, 231u8, 4u8, 1u8, 230u8, 4u8, 1u8, 229u8, 4u8, 1u8,
            228u8, 4u8, 1u8, 227u8, 4u8, 1u8, 226u8, 4u8, 1u8, 225u8, 4u8, 1u8, 224u8, 4u8,
            1u8, 223u8, 4u8, 1u8, 222u8, 4u8, 1u8, 221u8, 4u8, 1u8, 220u8, 4u8, 1u8, 219u8,
            4u8, 1u8, 218u8, 4u8, 1u8, 217u8, 4u8, 1u8, 216u8, 4u8, 1u8, 79u8, 4u8, 1u8, 78u8,
            4u8, 1u8, 77u8, 4u8, 1u8, 76u8, 4u8, 1u8, 75u8, 4u8, 1u8, 74u8, 4u8, 1u8, 73u8,
            4u8, 1u8, 72u8, 4u8, 1u8, 71u8, 4u8, 1u8, 70u8, 4u8, 1u8, 69u8, 4u8, 1u8, 68u8,
            4u8, 1u8, 67u8, 4u8, 1u8, 66u8, 4u8, 1u8, 65u8, 4u8, 1u8, 64u8, 4u8, 1u8, 63u8,
            4u8, 1u8, 62u8, 4u8, 1u8, 61u8, 4u8, 1u8, 60u8, 4u8, 1u8, 59u8, 4u8, 1u8, 58u8,
            4u8, 1u8, 57u8, 4u8, 1u8, 56u8, 4u8, 1u8, 55u8, 4u8, 1u8, 54u8, 4u8, 1u8, 53u8,
            4u8, 1u8, 52u8, 4u8, 1u8, 51u8, 4u8, 1u8, 50u8, 4u8, 1u8, 49u8, 4u8, 1u8, 48u8,
            4u8, 1u8, 47u8, 4u8, 1u8, 46u8, 4u8, 1u8, 45u8, 4u8, 1u8, 44u8, 4u8, 1u8, 43u8,
            4u8, 1u8, 42u8, 4u8, 1u8, 41u8, 4u8, 1u8, 40u8, 4u8, 1u8,
        ])
    },
}
