# From state ; class name or eot ; to state
START ; eot ; eot
PO_EastAsian ; AL_DottedCircle ; AL_DottedCircle
PO_EastAsian ; BA_EastAsian ; BA_EastAsian
PO_EastAsian ; NS_EastAsian|CJ ; CJ
PO_EastAsian ; EX_EastAsian ; CJ
PO_EastAsian ; IN_EastAsian ; CJ
PO_EastAsian ; GL_EastAsian ; GL_EastAsian
PO_EastAsian ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
PO_EastAsian ; SAmMnmMc ; CM
PO_EastAsian ; SA_Mn|SA_Mc ; PO_EastAsian CM
NU CL_EastAsian ; eot ; eot
NU CL_EastAsian ; CM ; NU CL_EastAsian CM
NU CL_EastAsian ; BAmEastAsian ; BAmEastAsian
NU CL_EastAsian ; LF ; eot
NU CL_EastAsian ; BK|NL ; eot
NU CL_EastAsian ; CR ; CR
NU CL_EastAsian ; SP ; CP SP
NU CL_EastAsian ; EXmEastAsian ; EXmEastAsian
NU CL_EastAsian ; QUmPimPf ; QUmPimPf
NU CL_EastAsian ; PRmEastAsian ; PRmEastAsian
NU CL_EastAsian ; POmEastAsian ; POmEastAsian
NU CL_EastAsian ; CP ; CP
NU CL_EastAsian ; IS ; IS
NU CL_EastAsian ; HY ; CM HY
NU CL_EastAsian ; SY ; SY
NU CL_EastAsian ; CLmEastAsian ; CLmEastAsian
NU CL_EastAsian ; GLmEastAsian ; GLmEastAsian
NU CL_EastAsian ; QU_Pi ; JL QU_Pi
NU CL_EastAsian ; QU_Pf ; JL QU_Pf
NU CL_EastAsian ; HH ; BAmEastAsian
NU CL_EastAsian ; NSmEastAsian ; EXmEastAsian
NU CL_EastAsian ; ZW ; ZW
NU CL_EastAsian ; ZWJ ; NU CL_EastAsian ZWJ
NU CL_EastAsian ; INmEastAsian ; EXmEastAsian
NU CL_EastAsian ; WJ ; WJ
NU CL_EastAsian ; PR_EastAsian ; PR_EastAsian
NU CL_EastAsian ; CL_EastAsian ; CL_EastAsian
NU CL_EastAsian ; BA_EastAsian ; BA_EastAsian
NU CL_EastAsian ; NS_EastAsian|CJ ; CJ
NU CL_EastAsian ; EX_EastAsian ; CJ
NU CL_EastAsian ; IN_EastAsian ; CJ
NU CL_EastAsian ; PO_EastAsian ; PO_EastAsian
NU CL_EastAsian ; GL_EastAsian ; GL_EastAsian
NU CL_EastAsian ; SA_Mn|SA_Mc ; NU CL_EastAsian CM
ZW ; eot ; eot
ZW ; CM ; ZW CM
ZW ; BAmEastAsian ; ZW CM
ZW ; LF ; eot
ZW ; BK|NL ; eot
ZW ; CR ; CR
ZW ; SP ; ZW SP
ZW ; EXmEastAsian ; ZW CM
ZW ; QUmPimPf ; ZW CM
ZW ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ZW CM
ZW ; PRmEastAsian ; ZW CM
ZW ; POmEastAsian ; ZW CM
ZW ; OPmEastAsian ; ZW CM
ZW ; CP ; ZW CM
ZW ; IS ; ZW CM
ZW ; HY ; ZW CM
ZW ; SY ; ZW CM
ZW ; NU ; ZW CM
ZW ; CLmEastAsian ; ZW CM
ZW ; GLmEastAsian ; ZW CM
ZW ; QU_Pi ; ZW CM
ZW ; BB ; ZW CM
ZW ; QU_Pf ; ZW CM
ZW ; HH ; ZW CM
ZW ; HL ; ZW CM
ZW ; JL ; ZW CM
ZW ; JV ; ZW CM
ZW ; JT ; ZW CM
ZW ; NSmEastAsian ; ZW CM
ZW ; AK ; ZW CM
ZW ; VI ; ZW CM
ZW ; AS ; ZW CM
ZW ; IDmEastAsianmExtPictUnassigned ; ZW CM
ZW ; VF ; ZW CM
ZW ; ZW ; ZW
ZW ; ZWJ ; ZW CM
ZW ; B2 ; ZW CM
ZW ; INmEastAsian ; ZW CM
ZW ; WJ ; ZW CM
ZW ; PR_EastAsian ; ZW CM
ZW ; ID_EastAsian ; ZW CM
ZW ; OP_EastAsian ; ZW CM
ZW ; CL_EastAsian ; ZW CM
ZW ; AI_EastAsian|AL_EastAsian ; ZW CM
ZW ; AL_DottedCircle ; ZW CM
ZW ; ID_ExtPictUnassigned|EBmEastAsian ; ZW CM
ZW ; EB_EastAsian ; ZW CM
ZW ; BA_EastAsian ; ZW CM
ZW ; NS_EastAsian|CJ ; ZW CM
ZW ; H2 ; ZW CM
ZW ; H3 ; ZW CM
ZW ; EX_EastAsian ; ZW CM
ZW ; IN_EastAsian ; ZW CM
ZW ; PO_EastAsian ; ZW CM
ZW ; CB ; ZW CM
ZW ; AP ; ZW CM
ZW ; GL_EastAsian ; ZW CM
ZW ; RI ; ZW CM
ZW ; EM ; ZW CM
ZW ; XX_ExtPictUnassigned ; ZW CM
ZW ; SAmMnmMc ; ZW CM
ZW ; SA_Mn|SA_Mc ; ZW CM
ZW SP ; eot ; eot
ZW SP ; CM ; ZW CM
ZW SP ; BAmEastAsian ; ZW CM
ZW SP ; LF ; eot
ZW SP ; BK|NL ; eot
ZW SP ; CR ; CR
ZW SP ; SP ; ZW SP
ZW SP ; EXmEastAsian ; ZW SP EXmEastAsian
ZW SP ; QUmPimPf ; ZW CM
ZW SP ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ZW CM
ZW SP ; PRmEastAsian ; ZW CM
ZW SP ; POmEastAsian ; ZW CM
ZW SP ; OPmEastAsian ; ZW CM
ZW SP ; CP ; ZW SP CP
ZW SP ; IS ; ZW SP IS
ZW SP ; HY ; ZW CM
ZW SP ; SY ; ZW SP SY
ZW SP ; NU ; ZW CM
ZW SP ; CLmEastAsian ; ZW SP CLmEastAsian
ZW SP ; GLmEastAsian ; ZW CM
ZW SP ; QU_Pi ; ZW CM
ZW SP ; BB ; ZW CM
ZW SP ; QU_Pf ; ZW SP QU_Pf
ZW SP ; HH ; ZW CM
ZW SP ; HL ; ZW CM
ZW SP ; JL ; ZW CM
ZW SP ; JV ; ZW CM
ZW SP ; JT ; ZW CM
ZW SP ; NSmEastAsian ; ZW CM
ZW SP ; AK ; ZW CM
ZW SP ; VI ; ZW CM
ZW SP ; AS ; ZW CM
ZW SP ; IDmEastAsianmExtPictUnassigned ; ZW CM
ZW SP ; VF ; ZW CM
ZW SP ; ZW ; ZW
ZW SP ; ZWJ ; ZW CM
ZW SP ; B2 ; ZW CM
ZW SP ; INmEastAsian ; ZW CM
ZW SP ; WJ ; ZW SP WJ
ZW SP ; PR_EastAsian ; ZW CM
ZW SP ; ID_EastAsian ; ZW CM
ZW SP ; OP_EastAsian ; ZW CM
ZW SP ; CL_EastAsian ; ZW SP CL_EastAsian
ZW SP ; AI_EastAsian|AL_EastAsian ; ZW CM
ZW SP ; AL_DottedCircle ; ZW CM
ZW SP ; ID_ExtPictUnassigned|EBmEastAsian ; ZW CM
ZW SP ; EB_EastAsian ; ZW CM
ZW SP ; BA_EastAsian ; ZW CM
ZW SP ; NS_EastAsian|CJ ; ZW CM
ZW SP ; H2 ; ZW CM
ZW SP ; H3 ; ZW CM
ZW SP ; EX_EastAsian ; ZW SP EX_EastAsian
ZW SP ; IN_EastAsian ; ZW CM
ZW SP ; PO_EastAsian ; ZW CM
ZW SP ; CB ; ZW CM
ZW SP ; AP ; ZW CM
ZW SP ; GL_EastAsian ; ZW CM
ZW SP ; RI ; ZW CM
ZW SP ; EM ; ZW CM
ZW SP ; XX_ExtPictUnassigned ; ZW CM
ZW SP ; SAmMnmMc ; ZW CM
ZW SP ; SA_Mn|SA_Mc ; ZW CM
SP IS ; eot ; eot
SP IS ; CM ; SP IS CM
SP IS ; BAmEastAsian ; BAmEastAsian
SP IS ; LF ; eot
SP IS ; BK|NL ; eot
SP IS ; CR ; CR
SP IS ; SP ; SP
SP IS ; EXmEastAsian ; EXmEastAsian
SP IS ; QUmPimPf ; QUmPimPf
SP IS ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
SP IS ; PRmEastAsian ; SP IS PRmEastAsian
SP IS ; POmEastAsian ; SP IS PRmEastAsian
SP IS ; OPmEastAsian ; SP IS PRmEastAsian
SP IS ; CP ; CP
SP IS ; IS ; IS
SP IS ; HY ; CM HY
SP IS ; SY ; SY
SP IS ; CLmEastAsian ; CLmEastAsian
SP IS ; GLmEastAsian ; GLmEastAsian
SP IS ; QU_Pi ; QUmPimPf
SP IS ; BB ; SP IS PRmEastAsian
SP IS ; QU_Pf ; QUmPimPf
SP IS ; HH ; BAmEastAsian
SP IS ; HL ; HL
SP IS ; JL ; SP IS PRmEastAsian
SP IS ; JV ; SP IS PRmEastAsian
SP IS ; JT ; SP IS PRmEastAsian
SP IS ; NSmEastAsian ; EXmEastAsian
SP IS ; AK ; SP IS PRmEastAsian
SP IS ; VI ; SP IS PRmEastAsian
SP IS ; AS ; SP IS PRmEastAsian
SP IS ; IDmEastAsianmExtPictUnassigned ; SP IS PRmEastAsian
SP IS ; VF ; SP IS PRmEastAsian
SP IS ; ZW ; ZW
SP IS ; ZWJ ; SP IS ZWJ
SP IS ; B2 ; SP IS PRmEastAsian
SP IS ; INmEastAsian ; EXmEastAsian
SP IS ; WJ ; WJ
SP IS ; PR_EastAsian ; SP IS PRmEastAsian
SP IS ; ID_EastAsian ; SP IS PRmEastAsian
SP IS ; OP_EastAsian ; SP IS PRmEastAsian
SP IS ; CL_EastAsian ; CL_EastAsian
SP IS ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
SP IS ; AL_DottedCircle ; AL_DottedCircle
SP IS ; ID_ExtPictUnassigned|EBmEastAsian ; SP IS PRmEastAsian
SP IS ; EB_EastAsian ; SP IS PRmEastAsian
SP IS ; BA_EastAsian ; BA_EastAsian
SP IS ; NS_EastAsian|CJ ; CJ
SP IS ; H2 ; SP IS PRmEastAsian
SP IS ; H3 ; SP IS PRmEastAsian
SP IS ; EX_EastAsian ; CJ
SP IS ; IN_EastAsian ; CJ
SP IS ; PO_EastAsian ; SP IS PRmEastAsian
SP IS ; CB ; SP IS PRmEastAsian
SP IS ; AP ; SP IS PRmEastAsian
SP IS ; GL_EastAsian ; GL_EastAsian
SP IS ; RI ; SP IS PRmEastAsian
SP IS ; EM ; SP IS PRmEastAsian
SP IS ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
SP IS ; SAmMnmMc ; CM
SP IS ; SA_Mn|SA_Mc ; SP IS CM
JL CM ; eot ; eot
JL CM ; CM ; JL CM
JL CM ; BAmEastAsian ; BAmEastAsian
JL CM ; LF ; eot
JL CM ; BK|NL ; eot
JL CM ; CR ; CR
JL CM ; SP ; SP
JL CM ; EXmEastAsian ; EXmEastAsian
JL CM ; QUmPimPf ; QUmPimPf
JL CM ; POmEastAsian ; POmEastAsian
JL CM ; CP ; CP
JL CM ; IS ; IS
JL CM ; HY ; CM HY
JL CM ; SY ; SY
JL CM ; CLmEastAsian ; CLmEastAsian
JL CM ; GLmEastAsian ; GLmEastAsian
JL CM ; QU_Pi ; JL CM QU_Pi
JL CM ; QU_Pf ; JL QU_Pf
JL CM ; HH ; BAmEastAsian
JL CM ; JL ; JL
JL CM ; JV ; JV
JL CM ; NSmEastAsian ; EXmEastAsian
JL CM ; ZW ; ZW
JL CM ; ZWJ ; JL ZWJ
JL CM ; INmEastAsian ; EXmEastAsian
JL CM ; WJ ; WJ
JL CM ; CL_EastAsian ; CL_EastAsian
JL CM ; BA_EastAsian ; BA_EastAsian
JL CM ; NS_EastAsian|CJ ; CJ
JL CM ; H2 ; H2
JL CM ; H3 ; H3
JL CM ; EX_EastAsian ; CJ
JL CM ; IN_EastAsian ; CJ
JL CM ; PO_EastAsian ; PO_EastAsian
JL CM ; GL_EastAsian ; GL_EastAsian
JL CM ; SA_Mn|SA_Mc ; JL CM
PR_EastAsian CM ; eot ; eot
PR_EastAsian CM ; CM ; PR_EastAsian CM
PR_EastAsian CM ; BAmEastAsian ; BAmEastAsian
PR_EastAsian CM ; LF ; eot
PR_EastAsian CM ; BK|NL ; eot
PR_EastAsian CM ; CR ; CR
PR_EastAsian CM ; SP ; SP
PR_EastAsian CM ; EXmEastAsian ; EXmEastAsian
PR_EastAsian CM ; QUmPimPf ; QUmPimPf
PR_EastAsian CM ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
PR_EastAsian CM ; OPmEastAsian ; PRmEastAsian OPmEastAsian
PR_EastAsian CM ; CP ; CP
PR_EastAsian CM ; IS ; IS
PR_EastAsian CM ; HY ; CM HY
PR_EastAsian CM ; SY ; SY
PR_EastAsian CM ; NU ; NU
PR_EastAsian CM ; CLmEastAsian ; CLmEastAsian
PR_EastAsian CM ; GLmEastAsian ; GLmEastAsian
PR_EastAsian CM ; QU_Pi ; JL CM QU_Pi
PR_EastAsian CM ; QU_Pf ; JL QU_Pf
PR_EastAsian CM ; HH ; BAmEastAsian
PR_EastAsian CM ; HL ; HL
PR_EastAsian CM ; JL ; JL
PR_EastAsian CM ; JV ; JV
PR_EastAsian CM ; JT ; JT
PR_EastAsian CM ; NSmEastAsian ; EXmEastAsian
PR_EastAsian CM ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
PR_EastAsian CM ; ZW ; ZW
PR_EastAsian CM ; ZWJ ; PR_EastAsian ZWJ
PR_EastAsian CM ; INmEastAsian ; EXmEastAsian
PR_EastAsian CM ; WJ ; WJ
PR_EastAsian CM ; ID_EastAsian ; ID_EastAsian
PR_EastAsian CM ; OP_EastAsian ; PRmEastAsian OPmEastAsian
PR_EastAsian CM ; CL_EastAsian ; CL_EastAsian
PR_EastAsian CM ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
PR_EastAsian CM ; AL_DottedCircle ; AL_DottedCircle
PR_EastAsian CM ; ID_ExtPictUnassigned|EBmEastAsian ; EBmEastAsian
PR_EastAsian CM ; EB_EastAsian ; EB_EastAsian
PR_EastAsian CM ; BA_EastAsian ; BA_EastAsian
PR_EastAsian CM ; NS_EastAsian|CJ ; CJ
PR_EastAsian CM ; H2 ; H2
PR_EastAsian CM ; H3 ; H3
PR_EastAsian CM ; EX_EastAsian ; CJ
PR_EastAsian CM ; IN_EastAsian ; CJ
PR_EastAsian CM ; GL_EastAsian ; GL_EastAsian
PR_EastAsian CM ; EM ; ID_EastAsian
PR_EastAsian CM ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
PR_EastAsian CM ; SAmMnmMc ; CM
PR_EastAsian CM ; SA_Mn|SA_Mc ; PR_EastAsian CM
ID_EastAsian CM ; eot ; eot
ID_EastAsian CM ; CM ; ID_EastAsian CM
ID_EastAsian CM ; BAmEastAsian ; BAmEastAsian
ID_EastAsian CM ; LF ; eot
ID_EastAsian CM ; BK|NL ; eot
ID_EastAsian CM ; CR ; CR
ID_EastAsian CM ; SP ; SP
ID_EastAsian CM ; EXmEastAsian ; EXmEastAsian
ID_EastAsian CM ; QUmPimPf ; QUmPimPf
ID_EastAsian CM ; POmEastAsian ; POmEastAsian
ID_EastAsian CM ; CP ; CP
ID_EastAsian CM ; IS ; IS
ID_EastAsian CM ; HY ; CM HY
ID_EastAsian CM ; SY ; SY
ID_EastAsian CM ; CLmEastAsian ; CLmEastAsian
ID_EastAsian CM ; GLmEastAsian ; GLmEastAsian
ID_EastAsian CM ; QU_Pi ; JL CM QU_Pi
ID_EastAsian CM ; QU_Pf ; JL QU_Pf
ID_EastAsian CM ; HH ; BAmEastAsian
ID_EastAsian CM ; NSmEastAsian ; EXmEastAsian
ID_EastAsian CM ; ZW ; ZW
ID_EastAsian CM ; ZWJ ; ID_EastAsian ZWJ
ID_EastAsian CM ; INmEastAsian ; EXmEastAsian
ID_EastAsian CM ; WJ ; WJ
ID_EastAsian CM ; CL_EastAsian ; CL_EastAsian
ID_EastAsian CM ; BA_EastAsian ; BA_EastAsian
ID_EastAsian CM ; NS_EastAsian|CJ ; CJ
ID_EastAsian CM ; EX_EastAsian ; CJ
ID_EastAsian CM ; IN_EastAsian ; CJ
ID_EastAsian CM ; PO_EastAsian ; PO_EastAsian
ID_EastAsian CM ; GL_EastAsian ; GL_EastAsian
ID_EastAsian CM ; SA_Mn|SA_Mc ; ID_EastAsian CM
CL_EastAsian CM ; eot ; eot
CL_EastAsian CM ; CM ; CL_EastAsian CM
CL_EastAsian CM ; BAmEastAsian ; BAmEastAsian
CL_EastAsian CM ; LF ; eot
CL_EastAsian CM ; BK|NL ; eot
CL_EastAsian CM ; CR ; CR
CL_EastAsian CM ; SP ; CP SP
CL_EastAsian CM ; EXmEastAsian ; EXmEastAsian
CL_EastAsian CM ; QUmPimPf ; QUmPimPf
CL_EastAsian CM ; CP ; CP
CL_EastAsian CM ; IS ; IS
CL_EastAsian CM ; HY ; CM HY
CL_EastAsian CM ; SY ; SY
CL_EastAsian CM ; CLmEastAsian ; CLmEastAsian
CL_EastAsian CM ; GLmEastAsian ; GLmEastAsian
CL_EastAsian CM ; QU_Pi ; JL CM QU_Pi
CL_EastAsian CM ; QU_Pf ; JL QU_Pf
CL_EastAsian CM ; HH ; BAmEastAsian
CL_EastAsian CM ; NSmEastAsian ; EXmEastAsian
CL_EastAsian CM ; ZW ; ZW
CL_EastAsian CM ; ZWJ ; CL_EastAsian ZWJ
CL_EastAsian CM ; INmEastAsian ; EXmEastAsian
CL_EastAsian CM ; WJ ; WJ
CL_EastAsian CM ; CL_EastAsian ; CL_EastAsian
CL_EastAsian CM ; BA_EastAsian ; BA_EastAsian
CL_EastAsian CM ; NS_EastAsian|CJ ; CJ
CL_EastAsian CM ; EX_EastAsian ; CJ
CL_EastAsian CM ; IN_EastAsian ; CJ
CL_EastAsian CM ; GL_EastAsian ; GL_EastAsian
CL_EastAsian CM ; SA_Mn|SA_Mc ; CL_EastAsian CM
CJ CM ; eot ; eot
CJ CM ; CM ; CJ CM
CJ CM ; BAmEastAsian ; BAmEastAsian
CJ CM ; LF ; eot
CJ CM ; BK|NL ; eot
CJ CM ; CR ; CR
CJ CM ; SP ; SP
CJ CM ; EXmEastAsian ; EXmEastAsian
CJ CM ; QUmPimPf ; QUmPimPf
CJ CM ; CP ; CP
CJ CM ; IS ; IS
CJ CM ; HY ; CM HY
CJ CM ; SY ; SY
CJ CM ; CLmEastAsian ; CLmEastAsian
CJ CM ; GLmEastAsian ; GLmEastAsian
CJ CM ; QU_Pi ; JL CM QU_Pi
CJ CM ; QU_Pf ; JL QU_Pf
CJ CM ; HH ; BAmEastAsian
CJ CM ; NSmEastAsian ; EXmEastAsian
CJ CM ; ZW ; ZW
CJ CM ; ZWJ ; CJ ZWJ
CJ CM ; INmEastAsian ; EXmEastAsian
CJ CM ; WJ ; WJ
CJ CM ; CL_EastAsian ; CL_EastAsian
CJ CM ; BA_EastAsian ; BA_EastAsian
CJ CM ; NS_EastAsian|CJ ; CJ
CJ CM ; EX_EastAsian ; CJ
CJ CM ; IN_EastAsian ; CJ
CJ CM ; GL_EastAsian ; GL_EastAsian
CJ CM ; SA_Mn|SA_Mc ; CJ CM
AL_EastAsian CM ; eot ; eot
AL_EastAsian CM ; CM ; AL_EastAsian CM
AL_EastAsian CM ; BAmEastAsian ; BAmEastAsian
AL_EastAsian CM ; LF ; eot
AL_EastAsian CM ; BK|NL ; eot
AL_EastAsian CM ; CR ; CR
AL_EastAsian CM ; SP ; SP
AL_EastAsian CM ; EXmEastAsian ; EXmEastAsian
AL_EastAsian CM ; QUmPimPf ; QUmPimPf
AL_EastAsian CM ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
AL_EastAsian CM ; PRmEastAsian ; PRmEastAsian
AL_EastAsian CM ; POmEastAsian ; POmEastAsian
AL_EastAsian CM ; OPmEastAsian ; OPmEastAsian
AL_EastAsian CM ; CP ; CP
AL_EastAsian CM ; IS ; IS
AL_EastAsian CM ; HY ; CM HY
AL_EastAsian CM ; SY ; SY
AL_EastAsian CM ; NU ; NU
AL_EastAsian CM ; CLmEastAsian ; CLmEastAsian
AL_EastAsian CM ; GLmEastAsian ; GLmEastAsian
AL_EastAsian CM ; QU_Pi ; JL CM QU_Pi
AL_EastAsian CM ; QU_Pf ; JL QU_Pf
AL_EastAsian CM ; HH ; BAmEastAsian
AL_EastAsian CM ; HL ; HL
AL_EastAsian CM ; NSmEastAsian ; EXmEastAsian
AL_EastAsian CM ; ZW ; ZW
AL_EastAsian CM ; ZWJ ; AL_EastAsian ZWJ
AL_EastAsian CM ; INmEastAsian ; EXmEastAsian
AL_EastAsian CM ; WJ ; WJ
AL_EastAsian CM ; PR_EastAsian ; PR_EastAsian
AL_EastAsian CM ; CL_EastAsian ; CL_EastAsian
AL_EastAsian CM ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
AL_EastAsian CM ; AL_DottedCircle ; AL_DottedCircle
AL_EastAsian CM ; BA_EastAsian ; BA_EastAsian
AL_EastAsian CM ; NS_EastAsian|CJ ; CJ
AL_EastAsian CM ; EX_EastAsian ; CJ
AL_EastAsian CM ; IN_EastAsian ; CJ
AL_EastAsian CM ; PO_EastAsian ; PO_EastAsian
AL_EastAsian CM ; GL_EastAsian ; GL_EastAsian
AL_EastAsian CM ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
AL_EastAsian CM ; SAmMnmMc ; CM
AL_EastAsian CM ; SA_Mn|SA_Mc ; AL_EastAsian CM
EB_EastAsian CM ; eot ; eot
EB_EastAsian CM ; CM ; EB_EastAsian CM
EB_EastAsian CM ; BAmEastAsian ; BAmEastAsian
EB_EastAsian CM ; LF ; eot
EB_EastAsian CM ; BK|NL ; eot
EB_EastAsian CM ; CR ; CR
EB_EastAsian CM ; SP ; SP
EB_EastAsian CM ; EXmEastAsian ; EXmEastAsian
EB_EastAsian CM ; QUmPimPf ; QUmPimPf
EB_EastAsian CM ; POmEastAsian ; POmEastAsian
EB_EastAsian CM ; CP ; CP
EB_EastAsian CM ; IS ; IS
EB_EastAsian CM ; HY ; CM HY
EB_EastAsian CM ; SY ; SY
EB_EastAsian CM ; CLmEastAsian ; CLmEastAsian
EB_EastAsian CM ; GLmEastAsian ; GLmEastAsian
EB_EastAsian CM ; QU_Pi ; JL CM QU_Pi
EB_EastAsian CM ; QU_Pf ; JL QU_Pf
EB_EastAsian CM ; HH ; BAmEastAsian
EB_EastAsian CM ; NSmEastAsian ; EXmEastAsian
EB_EastAsian CM ; ZW ; ZW
EB_EastAsian CM ; ZWJ ; EB_EastAsian ZWJ
EB_EastAsian CM ; INmEastAsian ; EXmEastAsian
EB_EastAsian CM ; WJ ; WJ
EB_EastAsian CM ; CL_EastAsian ; CL_EastAsian
EB_EastAsian CM ; BA_EastAsian ; BA_EastAsian
EB_EastAsian CM ; NS_EastAsian|CJ ; CJ
EB_EastAsian CM ; EX_EastAsian ; CJ
EB_EastAsian CM ; IN_EastAsian ; CJ
EB_EastAsian CM ; PO_EastAsian ; PO_EastAsian
EB_EastAsian CM ; GL_EastAsian ; GL_EastAsian
EB_EastAsian CM ; EM ; ID_EastAsian
EB_EastAsian CM ; SA_Mn|SA_Mc ; EB_EastAsian CM
BA_EastAsian CM ; eot ; eot
BA_EastAsian CM ; CM ; BA_EastAsian CM
BA_EastAsian CM ; BAmEastAsian ; BAmEastAsian
BA_EastAsian CM ; LF ; eot
BA_EastAsian CM ; BK|NL ; eot
BA_EastAsian CM ; CR ; CR
BA_EastAsian CM ; SP ; SP
BA_EastAsian CM ; EXmEastAsian ; EXmEastAsian
BA_EastAsian CM ; QUmPimPf ; QUmPimPf
BA_EastAsian CM ; CP ; CP
BA_EastAsian CM ; IS ; IS
BA_EastAsian CM ; HY ; CM HY
BA_EastAsian CM ; SY ; SY
BA_EastAsian CM ; CLmEastAsian ; CLmEastAsian
BA_EastAsian CM ; QU_Pi ; JL CM QU_Pi
BA_EastAsian CM ; QU_Pf ; JL QU_Pf
BA_EastAsian CM ; HH ; BAmEastAsian
BA_EastAsian CM ; NSmEastAsian ; EXmEastAsian
BA_EastAsian CM ; ZW ; ZW
BA_EastAsian CM ; ZWJ ; BA_EastAsian ZWJ
BA_EastAsian CM ; INmEastAsian ; EXmEastAsian
BA_EastAsian CM ; WJ ; WJ
BA_EastAsian CM ; CL_EastAsian ; CL_EastAsian
BA_EastAsian CM ; BA_EastAsian ; BA_EastAsian
BA_EastAsian CM ; NS_EastAsian|CJ ; CJ
BA_EastAsian CM ; EX_EastAsian ; CJ
BA_EastAsian CM ; IN_EastAsian ; CJ
BA_EastAsian CM ; SA_Mn|SA_Mc ; BA_EastAsian CM
H2 CM ; eot ; eot
H2 CM ; CM ; H2 CM
H2 CM ; BAmEastAsian ; BAmEastAsian
H2 CM ; LF ; eot
H2 CM ; BK|NL ; eot
H2 CM ; CR ; CR
H2 CM ; SP ; SP
H2 CM ; EXmEastAsian ; EXmEastAsian
H2 CM ; QUmPimPf ; QUmPimPf
H2 CM ; POmEastAsian ; POmEastAsian
H2 CM ; CP ; CP
H2 CM ; IS ; IS
H2 CM ; HY ; CM HY
H2 CM ; SY ; SY
H2 CM ; CLmEastAsian ; CLmEastAsian
H2 CM ; GLmEastAsian ; GLmEastAsian
H2 CM ; QU_Pi ; JL CM QU_Pi
H2 CM ; QU_Pf ; JL QU_Pf
H2 CM ; HH ; BAmEastAsian
H2 CM ; JV ; JV
H2 CM ; JT ; JT
H2 CM ; NSmEastAsian ; EXmEastAsian
H2 CM ; ZW ; ZW
H2 CM ; ZWJ ; H2 ZWJ
H2 CM ; INmEastAsian ; EXmEastAsian
H2 CM ; WJ ; WJ
H2 CM ; CL_EastAsian ; CL_EastAsian
H2 CM ; BA_EastAsian ; BA_EastAsian
H2 CM ; NS_EastAsian|CJ ; CJ
H2 CM ; EX_EastAsian ; CJ
H2 CM ; IN_EastAsian ; CJ
H2 CM ; PO_EastAsian ; PO_EastAsian
H2 CM ; GL_EastAsian ; GL_EastAsian
H2 CM ; SA_Mn|SA_Mc ; H2 CM
H3 CM ; eot ; eot
H3 CM ; CM ; H3 CM
H3 CM ; BAmEastAsian ; BAmEastAsian
H3 CM ; LF ; eot
H3 CM ; BK|NL ; eot
H3 CM ; CR ; CR
H3 CM ; SP ; SP
H3 CM ; EXmEastAsian ; EXmEastAsian
H3 CM ; QUmPimPf ; QUmPimPf
H3 CM ; POmEastAsian ; POmEastAsian
H3 CM ; CP ; CP
H3 CM ; IS ; IS
H3 CM ; HY ; CM HY
H3 CM ; SY ; SY
H3 CM ; CLmEastAsian ; CLmEastAsian
H3 CM ; GLmEastAsian ; GLmEastAsian
H3 CM ; QU_Pi ; JL CM QU_Pi
H3 CM ; QU_Pf ; JL QU_Pf
H3 CM ; HH ; BAmEastAsian
H3 CM ; JT ; JT
H3 CM ; NSmEastAsian ; EXmEastAsian
H3 CM ; ZW ; ZW
H3 CM ; ZWJ ; H3 ZWJ
H3 CM ; INmEastAsian ; EXmEastAsian
H3 CM ; WJ ; WJ
H3 CM ; CL_EastAsian ; CL_EastAsian
H3 CM ; BA_EastAsian ; BA_EastAsian
H3 CM ; NS_EastAsian|CJ ; CJ
H3 CM ; EX_EastAsian ; CJ
H3 CM ; IN_EastAsian ; CJ
H3 CM ; PO_EastAsian ; PO_EastAsian
H3 CM ; GL_EastAsian ; GL_EastAsian
H3 CM ; SA_Mn|SA_Mc ; H3 CM
PO_EastAsian CM ; eot ; eot
PO_EastAsian CM ; CM ; PO_EastAsian CM
PO_EastAsian CM ; BAmEastAsian ; BAmEastAsian
PO_EastAsian CM ; LF ; eot
PO_EastAsian CM ; BK|NL ; eot
PO_EastAsian CM ; CR ; CR
PO_EastAsian CM ; SP ; SP
PO_EastAsian CM ; EXmEastAsian ; EXmEastAsian
PO_EastAsian CM ; QUmPimPf ; QUmPimPf
PO_EastAsian CM ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; CM
